lat_sweref	lat_wgs84	lon_sweref	lon_wgs84
6819123	61.4564	695261	18.6642
6819123	61.4513	705261	18.8514
6819123	61.4458	715261	19.0385
6819123	61.4402	725261	19.2255
6819123	61.4342	735261	19.4124
6819123	61.428000000000004	745261	19.5993
6819123	61.4216	755261	19.7861
6819123	61.4149	765261	19.9727
6819123	61.4079	775261	20.1593
6819123	61.4007	785261	20.3458
6819123	61.3932	795261	20.5322
6819123	61.3855	805261	20.7185
6819123	61.3775	815261	20.9047
6819123	61.3693	825261	21.0907
6819123	61.3608	835261	21.2767
6819123	61.3521	845261	21.4625
6819123	61.3431	855261	21.6482
6809123	61.3988	615261	17.1584
6809123	61.3957	625261	17.3455
6809123	61.3924	635261	17.5326
6809123	61.3888	645261	17.7195
6809123	61.3849	655261	17.9065
6809123	61.3808	665261	18.0934
6809123	61.3764	675261	18.2802
6809123	61.3717	685261	18.467
6809123	61.3669	695261	18.6537
6809123	61.3617	705261	18.8403
6809123	61.3563	715261	19.0269
6809123	61.3506	725261	19.2134
6809123	61.3447	735261	19.3998
6809123	61.3386	745261	19.5861
6809123	61.3321	755261	19.7724
6809123	61.3254	765261	19.9585
6809123	61.3185	775261	20.1446
6809123	61.3113	785261	20.3305
6809123	61.3039	795261	20.5164
6809123	61.2962	805261	20.7022
6809123	61.2882	815261	20.8878
6809123	61.28	825261	21.0734
6809123	61.2716	835261	21.2588
6809123	61.2629	845261	21.4441
6809123	61.2539	855261	21.6293
6799123	61.3091	615261	17.1522
6799123	61.306000000000004	625261	17.3388
6799123	61.3027	635261	17.5253
6799123	61.2991	645261	17.7118
6799123	61.2952	655261	17.8982
6799123	61.2911	665261	18.0846
6799123	61.2868	675261	18.2709
6799123	61.2821	685261	18.4571
6799123	61.2773	695261	18.6433
6799123	61.2721	705261	18.8294
6799123	61.2667	715261	19.0154
6799123	61.2611	725261	19.2014
6799123	61.2552	735261	19.3873
6799123	61.2491	745261	19.5731
6799123	61.2427	755261	19.7588
6799123	61.236000000000004	765261	19.9444
6799123	61.2291	775261	20.1299
6799123	61.2219	785261	20.3154
6799123	61.2145	795261	20.5007
6799123	61.2068	805261	20.686
6799123	61.1989	815261	20.8711
6799123	61.1908	825261	21.0561
6799123	61.1823	835261	21.241
6799123	61.1736	845261	21.4258
6799123	61.1647	855261	21.6105
6789123	61.2194	615261	17.1461
6789123	61.2163	625261	17.3321
6789123	61.213	635261	17.5181
6789123	61.2094	645261	17.7041
6789123	61.2056	655261	17.8899
6789123	61.2015	665261	18.0758
6789123	61.1971	675261	18.2615
6789123	61.1925	685261	18.4473
6789123	61.1877	695261	18.6329
6789123	61.1826	705261	18.8185
6789123	61.1772	715261	19.004
6789123	61.1716	725261	19.1894
6789123	61.1657	735261	19.3748
6789123	61.1596	745261	19.5601
6789123	61.1532	755261	19.7453
6789123	61.1466	765261	19.9304
6789123	61.1397	775261	20.1154
6789123	61.1325	785261	20.3003
6789123	61.1252	795261	20.4851
6789123	61.1175	805261	20.6699
6789123	61.1096	815261	20.8545
6789123	61.1015	825261	21.039
6789123	61.0931	835261	21.2234
6789123	61.0844	845261	21.4077
6789123	61.0755	855261	21.5918
6779123	61.1297	615261	17.14
6779123	61.1266	625261	17.3255
6779123	61.1233	635261	17.511
6779123	61.1197	645261	17.6964
6779123	61.1159	655261	17.8817
6779123	61.1118	665261	18.0671
6779123	61.1075	675261	18.2523
